CMS_cert_no,Fac_name,City,State,Zip,Region,year,N,cost_charge,wage_indx,Rural,dis_share,census,ownership,teaching,freestanding,avg_wt,I_001_01,I_001_01.note,I_001_01.denom,I_001_01.start,I_001_01.end,I_001_02,I_001_02.note,I_001_02.denom,I_001_02.numer,I_001_02.obs,I_001_02.start,I_001_02.end,I_002_01.obs,I_002_01.note,I_002_01.denom,I_002_01.numer,I_002_01.start,I_002_01.end,I_006_01,I_006_01.note,I_006_01.cilo,I_006_01.ciup,I_006_01.grade,I_006_01.days,I_006_01.N,I_006_01.numer,I_006_01.start,I_006_01.end,I_007_01,I_007_01.note,I_007_01.grade,I_007_01.cilo,I_007_01.ciup,I_007_01.N,I_007_01.start,I_007_01.end,I_008_01,I_008_01.note,I_008_01.denom,I_008_01.numer,I_008_01.start,I_008_01.end,I_013_01,I_013_01.note,I_013_01.denom,I_013_01.numer,I_013_01.start,I_013_01.end,I_014_01,I_014_01.note,I_014_01.cilo,I_014_01.ciup,I_014_01.grade,I_014_01.days,I_014_01.N,I_014_01.numer,I_014_01.start,I_014_01.end,I_015_01,I_015_01.note,I_015_01.cilo,I_015_01.ciup,I_015_01.grade,I_015_01.days,I_015_01.N,I_015_01.numer,I_015_01.start,I_015_01.end,I_016_01,I_016_01.note,I_016_01.denom,I_016_01.numer,I_016_01.start,I_016_01.end,I_019_01,I_019_01.note,I_019_01.cilo,I_019_01.ciup,I_019_01.obs,I_019_01.grade,I_019_01.numb,I_019_01.N,I_019_01.start,I_019_01.end,I_020_01,I_020_01.note,I_020_01.numb,I_020_01.start,I_020_01.end
13029,HEALTHSOUTH REHABILITATION HOSPITAL OF NORTH AL,HUNTSVILLE,AL,35801,4,2018,1166,0.33,0.85,0,0.04,5,P,0.00,1,1.29,,,,,,0.20,,1318,4,0.30,1-Oct-16,30-Sep-17,91.60,,734,672,1-Oct-15,31-Mar-16,0.00,,,2.18,No Different than the National Benchmark,1275,1,0,1-Oct-16,30-Sep-17,,,,,,,,,99.80,,1345,1342,1-Jan-17,31-Dec-17,0.70,,1345,10,1-Jan-17,31-Dec-17,,7,,,,24178,0,0,1-Oct-16,30-Sep-17,0.27,,0.07,0.74,Better than the National Benchmark,24178,11,3,1-Oct-16,30-Sep-17,75.00,,294,221,1-Oct-15,31-Mar-16,71.94,,71.50,72.39,68.98,Better than the National Rate,1214,1760,1-Oct-15,30-Sep-17,0.98,,1665,1-Oct-15,30-Sep-17
13030,HEALTHSOUTH REHABILITATION HOSPITAL,DOTHAN,AL,36301,4,2016,1090,0.54,0.72,0,0.12,5,P,0.00,1,1.35,0.70,,1234,1-Jan-15,31-Dec-15,,,,,,,,,,,,,,,4,,,,,,,1-Jan-15,31-Dec-15,13.45,,Worse than the National Rate,13.23,13.69,1267,1-Jan-13,31-Dec-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13030,HEALTHSOUTH REHABILITATION HOSPITAL,DOTHAN,AL,36301,4,2017,1128,0.53,0.69,0,0.11,5,P,0.00,1,1.40,0.10,,1269,1-Jan-16,31-Dec-16,,,,,,,,87.60,,668,,1-Oct-15,31-Mar-16,0.00,,,1.61,No Different than the National Benchmark,1202,2,0,1-Jan-16,31-Dec-16,,4,,,,,1-Jan-14,31-Dec-15,,,,,,,,,,,,,,7,,,,18174,0,2,1-Jan-16,31-Dec-16,1.58,,0.88,2.63,No Different than the National Benchmark,18174,8,13,1-Jan-16,31-Dec-16,86.00,,262,,1-Oct-15,31-Mar-16,,,,,,,,,,,,,,,
13030,HEALTHSOUTH REHABILITATION HOSPITAL,DOTHAN,AL,36301,4,2018,1212,0.52,0.68,0,0.10,5,P,0.00,1,1.36,,,,,,0.10,,1292,2,0.20,1-Oct-16,30-Sep-17,87.60,,668,585,1-Oct-15,31-Mar-16,0.00,,,1.63,No Different than the National Benchmark,1188,2,0,1-Oct-16,30-Sep-17,,,,,,,,,99.30,,1300,1291,1-Jan-17,31-Dec-17,0.00,,1300,0,1-Jan-17,31-Dec-17,,7,,,,18112,0,2,1-Oct-16,30-Sep-17,1.51,,0.84,2.51,No Different than the National Benchmark,18112,9,13,1-Oct-16,30-Sep-17,86.00,,262,225,1-Oct-15,31-Mar-16,74.11,,73.63,74.55,69.02,Better than the National Rate,1083,1569,1-Oct-15,30-Sep-17,1.04,,1845,1-Oct-15,30-Sep-17
13032,HEALTHSOUTH REHABILITATION HOSPITAL OF GADSDEN,GADSDEN,AL,35903,4,2016,780,0.46,0.75,0,0.05,5,P,0.00,1,1.33,0.30,,861,1-Jan-15,31-Dec-15,,,,,,,,,,,,,,,4,,,,,,,1-Jan-15,31-Dec-15,12.32,,Better than the National Rate,12.11,12.54,1116,1-Jan-13,31-Dec-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13032,HEALTHSOUTH REHABILITATION HOSPITAL OF GADSDEN,GADSDEN,AL,35903,4,2017,752,0.48,0.73,0,0.05,5,P,0.00,1,1.33,0.70,,966,1-Jan-16,31-Dec-16,,,,,,,,93.40,,513,,1-Oct-15,31-Mar-16,1.99,,0.51,5.43,No Different than the National Benchmark,1394,2,3,1-Jan-16,31-Dec-16,,4,,,,,1-Jan-14,31-Dec-15,,,,,,,,,,,,,,7,,,,14411,0,0,1-Jan-16,31-Dec-16,1.31,,0.57,2.59,No Different than the National Benchmark,14411,5,7,1-Jan-16,31-Dec-16,69.00,,255,,1-Oct-15,31-Mar-16,,,,,,,,,,,,,,,
13032,HEALTHSOUTH REHABILITATION HOSPITAL OF GADSDEN,GADSDEN,AL,35903,4,2018,857,0.46,0.72,0,0.05,5,P,0.00,1,1.34,,,,,,0.60,,941,8,0.90,1-Oct-16,30-Sep-17,93.40,,513,479,1-Oct-15,31-Mar-16,0.00,,,2.25,No Different than the National Benchmark,1234,1,0,1-Oct-16,30-Sep-17,,,,,,,,,99.90,,950,949,1-Jan-17,31-Dec-17,0.40,,942,4,1-Jan-17,31-Dec-17,,7,,,,14082,0,0,1-Oct-16,30-Sep-17,2.24,,1.18,3.88,Worse than the National Benchmark,14082,5,11,1-Oct-16,30-Sep-17,69.00,,255,177,1-Oct-15,31-Mar-16,69.18,,68.74,69.60,63.88,Better than the National Rate,741,1160,1-Oct-15,30-Sep-17,1.07,,1278,1-Oct-15,30-Sep-17
13033,REGIONAL REHABILITATION HOSPITAL,PHENIX CITY,AL,36869,4,2016,966,0.54,0.83,0,0.07,5,P,0.00,1,1.42,1.00,,1088,1-Jan-15,31-Dec-15,,,,,,,,,,,,,,,4,,,,,,,1-Jan-15,31-Dec-15,13.12,,No Different than the National Rate,12.92,13.32,1276,1-Jan-13,31-Dec-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13033,REGIONAL REHABILITATION HOSPITAL,PHENIX CITY,AL,36869,4,2017,1006,0.52,0.84,0,0.08,5,P,0.00,1,1.42,0.50,,1153,1-Jan-16,31-Dec-16,,,,,,,,98.40,,628,,1-Oct-15,31-Mar-16,2.13,,0.54,5.79,No Different than the National Benchmark,1306,1,3,1-Jan-16,31-Dec-16,,4,,,,,1-Jan-14,31-Dec-15,,,,,,,,,,,,,,7,,,,16254,0,0,1-Jan-16,31-Dec-16,0.97,,0.42,1.92,No Different than the National Benchmark,16254,7,7,1-Jan-16,31-Dec-16,96.00,,270,,1-Oct-15,31-Mar-16,,,,,,,,,,,,,,,
13033,REGIONAL REHABILITATION HOSPITAL,PHENIX CITY,AL,36869,4,2018,1090,0.48,0.83,0,0.06,5,P,0.00,1,1.40,,,,,,0.40,,1175,7,0.60,1-Oct-16,30-Sep-17,98.40,,628,618,1-Oct-15,31-Mar-16,0.00,,,2.10,No Different than the National Benchmark,1322,1,0,1-Oct-16,30-Sep-17,,,,,,,,,99.80,,1206,1204,1-Jan-17,31-Dec-17,0.20,,1206,3,1-Jan-17,31-Dec-17,,7,,,,16387,0,1,1-Oct-16,30-Sep-17,0.67,,0.24,1.48,No Different than the National Benchmark,16387,7,5,1-Oct-16,30-Sep-17,96.00,,270,260,1-Oct-15,31-Mar-16,70.68,,70.26,71.11,66.36,Better than the National Rate,868,1308,1-Oct-15,30-Sep-17,1.08,,1629,1-Oct-15,30-Sep-17
20001,PROVIDENCE ALASKA MEDICAL CTR,ANCHORAGE,AK,99519,10,2016,99,0.41,1.24,0,0.20,9,N,0.00,0,1.11,0.80,,115,1-Jan-15,31-Dec-15,,,,,,,,,,,,,,,,,,,,,,1-Jan-15,31-Dec-15,12.71,,Better than the National Rate,12.48,12.94,162,1-Jan-13,31-Dec-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20001,PROVIDENCE ALASKA MEDICAL CTR,ANCHORAGE,AK,99519,10,2017,106,0.35,1.33,0,0.14,9,N,0.00,0,1.11,0.70,,110,1-Jan-16,31-Dec-16,,,,,,,,100.00,,61,,1-Oct-15,31-Mar-16,,7,,,,41,0,0,1-Jan-16,31-Dec-16,13.49,,No Different than the National Rate,13.25,13.71,166,1-Jan-14,31-Dec-15,,,,,,,,,,,,,,7,,,,2690,0,0,1-Jan-16,31-Dec-16,,7,,,,2690,1,3,1-Jan-16,31-Dec-16,75.00,,265,,1-Oct-15,31-Mar-16,,,,,,,,,,,,,,,
20001,PROVIDENCE ALASKA MEDICAL CTR,ANCHORAGE,AK,99519,10,2018,94,0.33,1.32,0,0.21,9,N,0.00,0,1.27,,,,,,0.80,,99,1,1.00,1-Oct-16,30-Sep-17,100.00,,61,61,1-Oct-15,31-Mar-16,,7,,,,44,0,1,1-Oct-16,30-Sep-17,,,,,,,,,100.00,,101,101,1-Jan-17,31-Dec-17,0.00,,101,0,1-Jan-17,31-Dec-17,,7,,,,2819,0,0,1-Oct-16,30-Sep-17,0.69,,0.03,3.39,No Different than the National Benchmark,2819,1,1,1-Oct-16,30-Sep-17,75.00,,265,198,1-Oct-15,31-Mar-16,70.10,,69.59,70.54,74.67,Better than the National Rate,112,150,1-Oct-15,30-Sep-17,0.86,,144,1-Oct-15,30-Sep-17
20017,ALASKA REGIONAL HOSPITAL,ANCHORAGE,AK,99508,10,2016,76,0.52,1.24,0,0.21,9,P,0.00,0,1.29,0.80,,113,1-Jan-15,31-Dec-15,,,,,,,,,,,,,,,4,,,,,,,1-Jan-15,31-Dec-15,12.19,,Better than the National Rate,11.92,12.48,109,1-Jan-13,31-Dec-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20017,ALASKA REGIONAL HOSPITAL,ANCHORAGE,AK,99508,10,2017,104,0.48,1.33,0,0.17,9,P,0.00,0,1.15,0.00,,104,1-Jan-16,31-Dec-16,,,,,,,,100.00,,56,,1-Oct-15,31-Mar-16,,7,,,,358,1,1,1-Jan-16,31-Dec-16,12.53,,Better than the National Rate,12.25,12.82,152,1-Jan-14,31-Dec-15,,,,,,,,,,,,,,7,,,,2904,0,0,1-Jan-16,31-Dec-16,,7,,,,2904,1,0,1-Jan-16,31-Dec-16,73.00,,70,,1-Oct-15,31-Mar-16,,,,,,,,,,,,,,,
20017,ALASKA REGIONAL HOSPITAL,ANCHORAGE,AK,99508,10,2018,99,0.45,1.32,0,0.18,9,P,0.00,0,1.34,,,,,,0.00,,126,0,0.00,1-Oct-16,30-Sep-17,100.00,,56,56,1-Oct-15,31-Mar-16,,7,,,,184,1,1,1-Oct-16,30-Sep-17,,,,,,,,,100.00,,116,116,1-Jan-17,31-Dec-17,0.00,,116,0,1-Jan-17,31-Dec-17,,7,,,,2620,0,0,1-Oct-16,30-Sep-17,0.74,,0.04,3.65,No Different than the National Benchmark,2620,1,1,1-Oct-16,30-Sep-17,73.00,,70,51,1-Oct-15,31-Mar-16,73.98,,73.47,74.48,79.31,Better than the National Rate,138,174,1-Oct-15,30-Sep-17,0.88,,167,1-Oct-15,30-Sep-17
30002,BANNER UNIVERSITY MEDICINE,PHOENIX,AZ,85006,9,2016,153,0.38,1.04,0,0.17,8,N,0.00,0,1.37,0.30,,254,1-Jan-15,31-Dec-15,,,,,,,,,,,,,,,4,,,,,,,1-Jan-15,31-Dec-15,12.50,,Better than the National Rate,12.26,12.74,223,1-Jan-13,31-Dec-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30002,BANNER UNIVERSITY MEDICINE,PHOENIX,AZ,85006,9,2017,149,0.38,1.03,0,0.27,8,N,0.00,0,1.38,0.70,,318,1-Jan-16,31-Dec-16,,,,,,,,92.10,,152,,1-Oct-15,31-Mar-16,0.00,,,1.74,No Different than the National Benchmark,633,2,0,1-Jan-16,31-Dec-16,13.09,,Better than the National Rate,12.84,13.32,219,1-Jan-14,31-Dec-15,,,,,,,,,,,,,,7,,,,9083,0,0,1-Jan-16,31-Dec-16,2.05,,0.83,4.26,No Different than the National Benchmark,9083,3,6,1-Jan-16,31-Dec-16,98.00,,45,,1-Oct-15,31-Mar-16,,,,,,,,,,,,,,,
30002,BANNER UNIVERSITY MEDICINE,PHOENIX,AZ,85006,9,2018,190,0.36,1.01,0,0.37,8,N,0.00,0,1.42,,,,,,0.20,,363,1,0.30,1-Oct-16,30-Sep-17,92.10,,152,140,1-Oct-15,31-Mar-16,0.62,,0.03,3.06,No Different than the National Benchmark,591,2,1,1-Oct-16,30-Sep-17,,,,,,,,,99.40,,361,359,1-Jan-17,31-Dec-17,0.60,,361,2,1-Jan-17,31-Dec-17,,7,,,,9214,0,0,1-Oct-16,30-Sep-17,1.20,,0.44,2.67,No Different than the National Benchmark,9214,4,5,1-Oct-16,30-Sep-17,98.00,,45,44,1-Oct-15,31-Mar-16,59.91,,59.53,60.29,54.08,Worse than the National Rate,159,294,1-Oct-15,30-Sep-17,1.01,,288,1-Oct-15,30-Sep-17
30010,CARONDELET ST MARYS HOSPITAL,TUCSON,AZ,85745,9,2016,316,0.42,0.86,0,0.11,8,N,0.00,0,1.18,0.70,,397,1-Jan-15,31-Dec-15,,,,,,,,,,,,,,,4,,,,,,,1-Jan-15,31-Dec-15,11.98,,Better than the National Rate,11.76,12.23,458,1-Jan-13,31-Dec-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30010,CARONDELET ST. MARY'S HOSPITAL,TUCSON,AZ,85745,9,2017,336,0.41,0.89,0,0.11,8,N,0.00,0,1.15,1.90,,403,1-Jan-16,31-Dec-16,,,,,,,,93.40,,211,,1-Oct-15,31-Mar-16,0.00,,,2.59,No Different than the National Benchmark,609,1,0,1-Jan-16,31-Dec-16,12.23,,Better than the National Rate,11.96,12.52,457,1-Jan-14,31-Dec-15,,,,,,,,,,,,,,7,,,,7687,0,0,1-Jan-16,31-Dec-16,1.99,,0.63,4.80,No Different than the National Benchmark,7687,2,4,1-Jan-16,31-Dec-16,100.00,,238,,1-Oct-15,31-Mar-16,,,,,,,,,,,,,,,
30010,CARONDELET ST. MARY'S HOSPITAL,TUCSON,AZ,85745,9,2018,303,0.41,0.88,0,0.11,8,N,0.00,0,1.17,,,,,,1.60,,375,8,2.10,1-Oct-16,30-Sep-17,93.40,,211,197,1-Oct-15,31-Mar-16,0.00,,,2.98,No Different than the National Benchmark,529,1,0,1-Oct-16,30-Sep-17,,,,,,,,,100.00,,370,370,1-Jan-17,31-Dec-17,0.30,,370,1,1-Jan-17,31-Dec-17,,7,,,,7109,0,0,1-Oct-16,30-Sep-17,0.72,,0.12,2.37,No Different than the National Benchmark,7109,3,2,1-Oct-16,30-Sep-17,100.00,,238,238,1-Oct-15,31-Mar-16,72.47,,72.02,72.91,75.99,Better than the National Rate,345,454,1-Oct-15,30-Sep-17,1.01,,456,1-Oct-15,30-Sep-17
30011,CARONDELET ST JOSEPHS HOSPITAL,TUCSON,AZ,85711,9,2016,316,0.37,0.86,0,0.02,8,N,0.00,0,1.07,0.30,,322,1-Jan-15,31-Dec-15,,,,,,,,,,,,,,,,,,,,,,1-Jan-15,31-Dec-15,12.17,,Better than the National Rate,11.93,12.42,489,1-Jan-13,31-Dec-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30011,CARONDELET ST JOSEPH'S INPATIENT REHABILITATION,TUCSON,AZ,85711,9,2017,274,0.39,0.89,0,0.03,8,N,0.00,0,1.08,1.20,,272,1-Jan-16,31-Dec-16,,,,,,,,100.00,,135,,1-Oct-15,31-Mar-16,0.00,,,2.39,No Different than the National Benchmark,460,1,0,1-Jan-16,31-Dec-16,13.54,,No Different than the National Rate,13.31,13.74,447,1-Jan-14,31-Dec-15,,,,,,,,,,,,,,7,,,,4968,0,0,1-Jan-16,31-Dec-16,3.86,,1.23,9.31,Worse than the National Benchmark,4968,1,4,1-Jan-16,31-Dec-16,97.00,,127,,1-Oct-15,31-Mar-16,,,,,,,,,,,,,,,
30011,CARONDELET ST JOSEPH'S INPATIENT REHABILITATION,TUCSON,AZ,85711,9,2018,214,0.39,0.88,0,0.03,8,N,0.00,0,1.15,,,,,,0.00,,313,0,0.00,1-Oct-16,30-Sep-17,100.00,,135,135,1-Oct-15,31-Mar-16,0.00,,,2.60,No Different than the National Benchmark,424,1,0,1-Oct-16,30-Sep-17,,,,,,,,,100.00,,310,310,1-Jan-17,31-Dec-17,0.30,,310,1,1-Jan-17,31-Dec-17,,7,,,,5163,0,0,1-Oct-16,30-Sep-17,1.85,,0.47,5.02,No Different than the National Benchmark,5163,2,3,1-Oct-16,30-Sep-17,97.00,,127,123,1-Oct-15,31-Mar-16,70.14,,69.70,70.60,79.89,Better than the National Rate,290,363,1-Oct-15,30-Sep-17,0.92,,369,1-Oct-15,30-Sep-17
30024,ST JOSEPHS HOSP,PHOENIX,AZ,85013,9,2016,274,0.36,1.04,0,0.14,8,N,0.00,0,1.30,1.20,,329,1-Jan-15,31-Dec-15,,,,,,,,,,,,,,,4,,,,,,,1-Jan-15,31-Dec-15,12.51,,Better than the National Rate,12.28,12.76,391,1-Jan-13,31-Dec-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30024,ST JOSEPHS HOSP,PHOENIX,AZ,85013,9,2017,221,0.35,1.03,0,0.21,8,N,0.00,0,1.27,0.00,,382,1-Jan-16,31-Dec-16,,,,,,,,98.00,,201,,1-Oct-15,31-Mar-16,2.67,,0.68,7.26,No Different than the National Benchmark,456,1,3,1-Jan-16,31-Dec-16,13.37,,No Different than the National Rate,13.15,13.58,340,1-Jan-14,31-Dec-15,,,,,,,,,,,,,,7,,,,12643,0,0,1-Jan-16,31-Dec-16,1.71,,0.80,3.25,No Different than the National Benchmark,12643,5,8,1-Jan-16,31-Dec-16,69.00,,291,,1-Oct-15,31-Mar-16,,,,,,,,,,,,,,,
30024,ST JOSEPHS HOSP,PHOENIX,AZ,85013,9,2018,237,0.39,1.01,0,0.20,8,N,0.00,0,1.24,,,,,,0.00,,370,0,0.00,1-Oct-16,30-Sep-17,98.00,,201,197,1-Oct-15,31-Mar-16,,7,,,,461,1,6,1-Oct-16,30-Sep-17,,,,,,,,,100.00,,375,375,1-Jan-17,31-Dec-17,0.30,,375,1,1-Jan-17,31-Dec-17,,7,,,,12443,0,0,1-Oct-16,30-Sep-17,0.38,,0.10,1.05,No Different than the National Benchmark,12443,8,3,1-Oct-16,30-Sep-17,69.00,,291,202,1-Oct-15,31-Mar-16,71.75,,71.26,72.30,71.59,Better than the National Rate,247,345,1-Oct-15,30-Sep-17,0.99,,343,1-Oct-15,30-Sep-17
30030,PHOENIX BAPTIST HOSPITAL,PHOENIX,AZ,85015,9,2016,,,,,,,,,,,1.10,3,84,1-Jan-15,31-Dec-15,,,,,,,,,,,,,,,,,,,,,,1-Jan-15,31-Dec-15,,2,,,,,1-Jan-13,31-Dec-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30030,PHOENIX BAPTIST HOSPITAL,PHOENIX,AZ,85015,9,2017,26,0.44,1.03,0,0.00,8,P,0.00,0,1.18,0.60,,132,1-Jan-16,31-Dec-16,,,,,,,,95.00,,80,,1-Oct-15,31-Mar-16,0.00,,,2.62,No Different than the National Benchmark,501,1,0,1-Jan-16,31-Dec-16,13.19,,No Different than the National Rate,12.94,13.44,26,1-Jan-14,31-Dec-15,,,,,,,,,,,,,,7,,,,3411,0,0,1-Jan-16,31-Dec-16,4.35,,1.59,9.65,Worse than the National Benchmark,3411,1,5,1-Jan-16,31-Dec-16,84.00,,51,,1-Oct-15,31-Mar-16,,,,,,,,,,,,,,,
30030,PHOENIX BAPTIST HOSPITAL,PHOENIX,AZ,85015,9,2018,83,0.41,1.01,0,0.20,8,P,0.00,0,1.35,,,,,,2.20,,133,4,3.00,1-Oct-16,30-Sep-17,95.00,,80,76,1-Oct-15,31-Mar-16,,7,,,,365,1,1,1-Oct-16,30-Sep-17,,,,,,,,,100.00,,117,117,1-Jan-17,31-Dec-17,0.90,,117,1,1-Jan-17,31-Dec-17,,7,,,,3493,0,0,1-Oct-16,30-Sep-17,1.11,,0.19,3.67,No Different than the National Benchmark,3493,2,2,1-Oct-16,30-Sep-17,84.00,,51,43,1-Oct-15,31-Mar-16,66.76,,66.39,67.17,66.67,Better than the National Rate,80,120,1-Oct-15,30-Sep-17,1.06,,115,1-Oct-15,30-Sep-17
30037,ST. LUKES ACUTE REHAB,PHOENIX,AZ,85006,9,2016,92,0.32,1.04,0,0.07,8,P,0.00,0,1.08,0.00,,134,1-Jan-15,31-Dec-15,,,,,,,,,,,,,,,,,,,,,,1-Jan-15,31-Dec-15,12.41,,Better than the National Rate,12.17,12.67,167,1-Jan-13,31-Dec-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30037,ST. LUKES ACUTE REHAB,PHOENIX,AZ,85006,9,2017,84,0.33,1.03,0,0.25,8,P,0.00,0,1.04,0.00,,163,1-Jan-16,31-Dec-16,,,,,,,,90.70,,97,,1-Oct-15,31-Mar-16,,7,,,,336,1,0,1-Jan-16,31-Dec-16,13.97,,Worse than the National Rate,13.72,14.18,151,1-Jan-14,31-Dec-15,,,,,,,,,,,,,,7,,,,7172,0,0,1-Jan-16,31-Dec-16,0.00,,,2.04,No Different than the National Benchmark,7172,1,0,1-Jan-16,31-Dec-16,45.00,,414,,1-Oct-15,31-Mar-16,,,,,,,,,,,,,,,
30037,ST. LUKES ACUTE REHAB,PHOENIX,AZ,85006,9,2018,137,0.26,1.01,0,0.30,8,P,0.00,0,1.12,,,,,,0.00,,162,0,0.00,1-Oct-16,30-Sep-17,90.70,,97,88,1-Oct-15,31-Mar-16,,7,,,,237,0,0,1-Oct-16,30-Sep-17,,,,,,,,,100.00,,163,163,1-Jan-17,31-Dec-17,0.00,,163,0,1-Jan-17,31-Dec-17,,,,,,1107,0,0,1-Oct-16,30-Sep-17,0.62,,0.03,3.03,No Different than the National Benchmark,3308,2,1,1-Oct-16,30-Sep-17,45.00,,414,185,1-Oct-15,31-Mar-16,64.07,,63.65,64.46,69.39,Worse than the National Rate,136,196,1-Oct-15,30-Sep-17,1.01,,201,1-Oct-15,30-Sep-17
30038,SCOTTSDALE HEALTHCARE,SCOTTSDALE,AZ,85251,9,2016,151,0.32,1.04,0,0.05,8,P,0.00,0,1.19,0.00,,241,1-Jan-15,31-Dec-15,,,,,,,,,,,,,,,,,,,,,,1-Jan-15,31-Dec-15,13.37,,Worse than the National Rate,13.15,13.59,230,1-Jan-13,31-Dec-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30038,SCOTTSDALE HEALTHCARE,SCOTTSDALE,AZ,85251,9,2017,191,0.35,1.03,0,0.07,8,P,0.00,0,1.25,0.40,,205,1-Jan-16,31-Dec-16,,,,,,,,98.30,,115,,1-Oct-15,31-Mar-16,,7,,,,339,1,1,1-Jan-16,31-Dec-16,12.59,,Better than the National Rate,12.32,12.85,277,1-Jan-14,31-Dec-15,,,,,,,,,,,,,,7,,,,4091,0,0,1-Jan-16,31-Dec-16,3.80,,1.39,8.43,Worse than the National Benchmark,4091,1,5,1-Jan-16,31-Dec-16,93.00,,5386,,1-Oct-15,31-Mar-16,,,,,,,,,,,,,,,
30038,SCOTTSDALE HEALTHCARE,SCOTTSDALE,AZ,85251,9,2018,181,0.29,1.01,0,0.08,8,P,0.00,0,1.23,,,,,,0.30,,230,1,0.40,1-Oct-16,30-Sep-17,98.30,,115,113,1-Oct-15,31-Mar-16,,7,,,,246,1,1,1-Oct-16,30-Sep-17,,,,,,,,,100.00,,232,232,1-Jan-17,31-Dec-17,0.00,,232,0,1-Jan-17,31-Dec-17,,7,,,,4390,0,1,1-Oct-16,30-Sep-17,1.77,,0.56,4.28,No Different than the National Benchmark,4390,2,4,1-Oct-16,30-Sep-17,93.00,,5386,5031,1-Oct-15,31-Mar-16,70.66,,70.25,71.05,71.33,Better than the National Rate,199,279,1-Oct-15,30-Sep-17,0.98,,263,1-Oct-15,30-Sep-17
30055,KINGMAN REGIONAL MEDICAL CENTER,KINGMAN,AZ,86401,9,2016,169,0.67,0.92,0,0.05,8,G,0.00,0,1.06,0.00,,193,1-Jan-15,31-Dec-15,,,,,,,,,,,,,,,,,,,,,,1-Jan-15,31-Dec-15,13.95,,Worse than the National Rate,13.69,14.22,228,1-Jan-13,31-Dec-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30055,KINGMAN REGIONAL MEDICAL CENTER,KINGMAN,AZ,86401,9,2017,154,0.52,0.91,0,0.05,8,G,0.00,0,1.04,1.10,,215,1-Jan-16,31-Dec-16,,,,,,,,98.10,,103,,1-Oct-15,31-Mar-16,,7,,,,201,0,0,1-Jan-16,31-Dec-16,13.92,,Worse than the National Rate,13.69,14.13,239,1-Jan-14,31-Dec-15,,,,,,,,,,,,,,7,,,,2644,0,0,1-Jan-16,31-Dec-16,,7,,,,2644,1,3,1-Jan-16,31-Dec-16,99.00,,75,,1-Oct-15,31-Mar-16,,,,,,,,,,,,,,,
30055,KINGMAN REGIONAL MEDICAL CENTER,KINGMAN,AZ,86401,9,2018,173,0.57,0.92,0,0.05,8,G,0.00,0,1.05,,,,,,1.00,,237,4,1.70,1-Oct-16,30-Sep-17,98.10,,103,101,1-Oct-15,31-Mar-16,,7,,,,149,0,0,1-Oct-16,30-Sep-17,,,,,,,,,99.60,,255,254,1-Jan-17,31-Dec-17,0.40,,255,1,1-Jan-17,31-Dec-17,,7,,,,3079,0,0,1-Oct-16,30-Sep-17,1.52,,0.26,5.02,No Different than the National Benchmark,3079,1,2,1-Oct-16,30-Sep-17,99.00,,75,74,1-Oct-15,31-Mar-16,61.23,,60.81,61.63,64.64,Worse than the National Rate,181,280,1-Oct-15,30-Sep-17,0.93,,289,1-Oct-15,30-Sep-17
30061,BANNER BOSWELL MEDICAL CENTER - ACUTE REHABILITATI,SUN CITY,AZ,85351,9,2016,205,0.40,1.04,0,0.02,8,N,0.00,0,1.30,1.50,,376,1-Jan-15,31-Dec-15,,,,,,,,,,,,,,,4,,,,,,,1-Jan-15,31-Dec-15,13.84,,Worse than the National Rate,13.59,14.12,337,1-Jan-13,31-Dec-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
